ABS(NL1-PT1),ABS(NL2-PT2),ABS(NL3-PT3),ABS(WNL1-WPT1),ABS(WNL2-WPT2),ABS(WNL3-WPT3)
gene-LOC117900946,11.13182027,2.172964894,1.131972876,3.64200575,1.681910603,9.172462149
gene-LOC117900868,591.1054033,653.7750034,189.6454398,1283.915598,292.1528652,74.985858
gene-LOC117901030,538.8685738,611.9456294,130.2829677,1093.250306,1056.250026,42.19439309
gene-LOC117901256,7201.363974,1832.588094,1856.545982,14183.66639,8267.090285,10341.62586
gene-LOC117900610,5.094229486,41.89526568,127.0141574,44.88549473,48.49746927,128.1968284
gene-LOC117900124,137.594182,263.9301967,163.8055696,628.9737478,795.5906255,25.46677838
gene-LOC117894509,199.268208,933.1622531,682.5366993,1274.022457,81.48856191,471.2529989
gene-LOC117894498,642.5821887,216.4881355,106.6915893,983.4920723,755.6812939,979.5350175
gene-LOC117903151,618.8587089,621.1309108,54.86301694,764.5858187,50.42965372,197.676608
gene-LOC117903178,11.28733031,0.233300098,12.97252762,40.00560659,4.439729496,19.15899889
gene-LOC117903824,940.1043509,1508.346432,194.7999322,423.1824736,639.0319958,429.7302197
gene-LOC117903826,133.1750175,535.8275918,204.3269274,262.8699347,413.1518085,481.7686629
gene-LOC117903825,82.68275963,13.92442698,65.29855458,766.2536929,489.864041,200.7449609
gene-LOC117903300,299.0478027,654.6013756,387.8563888,471.2345713,273.8673192,107.8464717
gene-LOC117903304,2.549948013,8.178599358,11.71517215,3.33547424,3.393707547,0.814074592
gene-LOC117903298,748.3639316,729.7315508,476.7610299,26.53733199,307.4778669,589.3401632
gene-LOC117903299,0,0,0,0,0,0
gene-LOC117903301,0,0,0,0,0,0
gene-LOC117903302,28.72708267,2.33115792,8.607708068,76.58254215,12.72905149,18.76120936
gene-LOC117903297,2900.497351,4366.770594,517.8012538,2421.261112,493.1840501,13.18681989
gene-LOC117896615,49.21468482,123.7462295,250.3459015,66.77525426,452.9515017,194.8344423
gene-LOC117897198,47.84551022,118.5705562,3.376622996,119.9724873,8.520822895,6.962212449
gene-LOC117889623,11.44387236,65.07884472,148.6224737,109.639081,0.469905978,43.01313345
gene-LOC117889626,220.2280639,42.641826,20.73761925,55.63418187,168.0816347,10.04353138
gene-LOC117889627,78.2687742,163.3172001,59.86917982,83.96844615,47.53536081,83.73552614
gene-LOC117889625,543.4329473,73.52195582,15.5741079,590.4837751,68.99628388,350.4661813
gene-LOC117889622,1234.407616,1441.907584,953.6659922,688.7529089,198.348058,910.44367
gene-LOC117897352,319.9355321,616.8630472,403.4436351,1204.526144,115.5931564,292.8013808
gene-LOC117897345,84.67710845,128.2683708,95.78809125,221.490506,72.93780503,11.87566
gene-LOC117900294,148.6405357,472.2571216,153.3283013,231.2560358,170.1061034,208.7128797
gene-LOC117894573,0,4.182619718,2.067537891,1.702027508,0.975443838,2.101428882
gene-LOC117894582,27637.61592,39539.31594,17331.38737,38804.41627,2839.203096,15747.77772
gene-LOC117896776,555.1620965,1028.322163,630.5525043,387.7444702,137.2446759,283.026647
gene-LOC117902737,861.3386689,3424.17157,1410.467463,5133.753745,576.6849738,96.69171245
gene-LOC117902755,0,2.067979849,0,1.702027508,0.945557496,0
gene-LOC117890418,9.815651489,53.569171,17.99406645,4.880255914,55.755476,27.30441058
gene-LOC117902135,588.3288888,620.1106235,194.0505764,615.668591,119.3497092,6.944889852
gene-LOC117900324,3.130277385,0,0,1.032507835,0.915671155,0
gene-LOC117900314,1.666835618,24.2917545,39.04649502,75.47043274,0.526463064,192.3610662
gene-LOC117900309,229.2713062,268.9152521,137.2537209,454.725099,11.18919543,167.7128606
gene-LOC117898260,1959.93142,7209.778903,489.238072,578.1542644,3099.677023,4040.84519
gene-LOC117903215,1328.138793,2702.434113,206.1116219,935.0962043,389.1266183,517.1493364
gene-LOC117903214,5638.165314,11385.05816,12360.29015,24629.47053,1865.892219,424.910654
gene-LOC117903217,40810.15151,127514.6695,88127.44851,203038.1252,35080.06479,12174.20695
gene-LOC117903219,67.01700066,285.5785055,810.3224479,673.1946224,486.431486,20.89281117
gene-LOC117903218,1.019052299,1.02232492,0,1.702027508,0.945557496,0
gene-LOC117894797,327.938183,343.1612625,1230.633432,776.2891449,104.7604924,55.14957402
gene-LOC117894806,91.05868655,172.7761854,65.64391609,28.97953571,8.230920619,73.69649298
gene-LOC117894952,12.09629021,15.00078417,15.92652856,45.43450872,13.15895135,92.50069965
gene-LOC117901396,563.7351301,1442.253265,739.5082734,688.8361882,989.7376194,465.242991
gene-LOC117899153,261.2707601,191.8642317,17.01661466,880.5251616,372.622714,747.1223088
gene-LOC117895759,1166.315423,969.3077874,449.7989517,588.5254206,223.1182069,257.7026644
gene-LOC117895769,494.8088168,855.3082877,476.574699,1407.705096,12.40425064,321.9187283
gene-LOC117903303,799.3788405,1215.152424,152.7893156,68.2456892,536.012666,218.7074075
gene-LOC117903329,63.75487337,124.6685892,37.09465289,168.4029947,3.235314703,26.52782973
gene-LOC117903049,104.1230492,110.1110752,43.02638188,9.465368892,122.5619941,58.6693599
gene-LOC117903050,2379.958923,1606.449753,878.889379,3237.799961,494.3798118,184.0445549
gene-LOC117903051,374.4674864,87.24388221,122.1951057,312.4932565,112.1406221,269.4191855
gene-LOC117903055,268.6518585,173.5749349,63.74478352,190.4353016,179.9575303,147.2998381
gene-LOC117903052,488.3665784,949.0336199,189.7192488,1834.286856,390.0375852,157.2298569
gene-LOC117903056,565.8628864,534.9049404,238.2176381,778.4289811,30.66454491,89.55569349
gene-LOC117903054,235.5437005,325.743155,313.5275821,467.6926192,331.14584,170.6168542
gene-LOC117903048,1037.411734,2409.990254,1278.971143,1822.112291,87.58348362,290.3106562
gene-LOC117903053,447.3144989,557.2896727,1.223039634,869.7261391,14.45006989,197.4033381
gene-LOC117890194,2323.151604,2552.601418,3441.727752,1327.684782,2386.781857,1103.54421
gene-LOC117901716,37.15188737,192.139172,29.63115418,233.1629516,69.52248662,18.46723975
gene-LOC117901726,25.704938,7.552884605,8.984757734,8.465805011,12.91986062,19.1353349
gene-LOC117894359,402.3860777,311.9557258,53.67248934,214.8152751,606.8678613,419.583036
gene-LOC117894371,535.0416163,1726.675069,765.4448215,1067.60526,130.4593178,190.5644465
gene-LOC117894342,0,0,0,0,0,0
gene-LOC117894390,449.0055963,499.4557175,60.10484678,1041.499759,33.45456742,17.58049759
gene-LOC117894380,1105.841196,900.1191748,231.8174025,460.6547679,434.9704217,575.1840994
gene-LOC117894407,115.484513,73.85696698,89.14971714,186.0472352,97.86533103,50.38612738
gene-LOC117894399,57.98041884,3.37773438,29.82673817,24.21145755,12.91733068,16.94391586
gene-LOC117894350,755.7078966,2085.444399,934.8592717,1321.767026,773.6878385,237.9464207
gene-LOC117898253,653.6795033,615.0343088,93.01606779,752.7284505,512.8193764,479.4957215
gene-LOC117897438,67.45467256,31.48957192,60.93012743,19.56155999,32.99910781,12.97286461
gene-LOC117897429,325.8017213,1262.499151,394.063512,1804.782923,341.3499924,361.1069575
gene-LOC117902212,139.7507204,363.7851857,165.9038157,540.2148141,18.83135036,38.28332663
gene-LOC117903374,1541.194332,2574.203405,1468.265654,1443.433948,392.645877,564.8604282
gene-LOC117903375,389.7346757,273.0506051,7.70959835,330.1397036,40.98318285,31.02597165
gene-LOC117903380,1381.687024,2819.814667,1695.056106,369.0190945,1727.530898,1731.026257
gene-LOC117903379,9956.109759,40335.67591,9983.49885,36167.03848,18537.47565,7194.829558
gene-LOC117903378,0,0,0,0,0,0
gene-LOC117903377,232.6693544,141.3985587,49.11494754,167.6746933,91.36181235,160.8639672
gene-LOC117903376,165.1940987,248.3232445,155.5580872,195.4134045,44.69294278,70.23255476
gene-LOC117897543,156.8949518,178.0789605,77.53463074,449.3036708,202.2315555,683.6534906
gene-LOC117897529,847.9020052,2183.891803,1068.291746,1909.082858,654.9487661,451.6817364
gene-LOC117897603,25.68229086,25.87676425,65.16521094,309.8307304,172.6454965,52.30458577
gene-LOC117897647,0.945931811,8.365239437,5.365252587,2.008559018,3.423593889,1.003386471
gene-LOC117897551,6.265189301,1.846344756,15.28294766,4.085698812,4.469615838,2.622036549
gene-LOC117897559,397.0334035,929.3339736,609.5027034,501.9250671,219.5470256,379.7778675
gene-LOC117897654,261.7615139,54.35778368,433.670994,120.8340356,1.647177041,334.7511171
gene-LOC117897610,468.4452879,487.452622,353.3615124,95.78086465,138.4867795,390.196839
gene-LOC117897630,83.69976693,27.77917883,18.51932391,50.08244896,158.9145907,45.62033488
gene-LOC117897587,225.0298304,130.9780232,60.19630365,315.7321056,123.3652368,33.19590501
gene-LOC117897620,133.7569044,72.16706944,122.3268015,480.7401088,532.8451868,308.5705912
gene-LOC117897564,258.1966417,80.97967733,44.33366319,125.9004358,203.7176447,280.2137906
gene-LOC117902687,4.656538568,2.067979849,0.049101965,1.702027508,1.771569627,3.033823398
gene-LOC117903605,20.07672446,11.90116684,308.5857755,157.2712352,5.242286479,56.17030904
gene-LOC117903604,398.760412,178.3061248,123.129257,981.5846702,596.8618951,81.31361512
gene-LOC117903606,8.731715755,13.60845307,20.78146586,8.074772409,11.29266281,29.27335466
gene-LOC117903602,326.0534864,393.1518239,231.2635527,296.4294346,45.58653009,22.7944237
gene-LOC117889571,841.7283794,1522.744443,7.574528935,1884.602724,512.5694803,179.5908665
gene-LOC117889570,692.0811375,2060.358526,768.7062948,1816.850814,1076.804547,652.8625989
gene-LOC117889572,142.9546438,119.3441326,239.0216632,184.2845871,90.48846459,148.8426629
gene-LOC117903912,196.940249,773.6387265,99.97940617,879.7934193,176.3789719,38.70410991
gene-LOC117903288,351.1662555,94.2951716,203.1834639,285.914048,231.1479859,55.41722462
gene-LOC117903281,110.5086983,35.20384563,501.4496316,109.884007,242.6046221,300.5165102
gene-LOC117903287,88.3408634,54.49909741,13.45213467,42.08311416,32.22459287,63.62013363
gene-LOC117903284,0,0,0,0,0,0
gene-LOC117903289,0,0,0,0,0,0
gene-LOC117903285,0,0,0,0,0,0
gene-LOC117903282,0,0,0,0,0,0
gene-LOC117903283,167.27185,278.3681988,1.226647231,708.0256841,27.92164537,28.28863128
gene-LOC117899180,104.6951225,238.4121858,15.92645054,50.59092661,85.49143972,111.2489171
gene-LOC117901911,41.67661407,74.09312892,12.06939662,171.2871835,17.7023609,26.82646511
gene-LOC117894987,0.146240976,5.169949624,1.058319928,3.097523506,3.782229985,2.101428882
gene-LOC117891169,65.17249534,26.17493733,97.29095654,153.5356648,89.33185841,75.39046566
gene-LOC117891160,136.474202,140.4741614,66.98115977,621.9765513,64.36943383,147.6458014
gene-LOC117891194,23.58084133,11.56892027,25.51192248,59.47850153,72.10467605,39.74716842
gene-LOC117903764,399.0091381,887.2172904,283.7606127,973.4724221,124.3284562,245.9163243
gene-LOC117903766,172.8897435,291.488662,54.90913548,147.2660342,18.94330589,22.50679548
gene-LOC117903765,79.47165022,283.1344809,11.99056634,27.10544538,228.8063062,137.7912468
gene-LOC117903763,603.8552765,766.4147404,171.0565387,2517.694261,812.4758656,1051.408907
gene-LOC117903658,1110.026045,2523.407231,1227.113388,1767.600872,322.1500035,619.1334553
gene-LOC117903659,43.28785433,85.03766811,220.9574734,564.3489952,245.7359964,108.0569341
gene-LOC117903662,22.86303355,103.220234,70.41559164,395.4523398,11.93408434,48.13005777
gene-LOC117903660,20.68846354,7.981215805,40.07500862,29.38158911,71.94881315,43.95469195
gene-LOC117903663,47.41965888,24.18257395,16.42280356,94.81302295,8.705886484,46.86086388
gene-LOC117903393,344.5632709,709.0502242,252.545569,477.9246192,103.070354,29.53765402
gene-LOC117903396,256.6879056,54.48364904,923.8440756,795.9005416,152.0041543,589.8145899
gene-LOC117903389,951.8247376,1992.639584,862.7006383,1237.154779,352.3747415,370.2321177
gene-LOC117903392,11.20957529,7.121279424,2.411251647,3.391930892,1.652024261,17.11906286
gene-LOC117903390,249.4010935,501.3213913,193.8548364,493.2548724,328.9785834,165.8482391
gene-LOC117903395,4769.203684,21495.76816,9162.009487,19721.71014,7413.627562,8191.387991
gene-LOC117889659,0,0,0,0,0,0
gene-LOC117889663,0,0,0,0,0,0
gene-LOC117889664,0,0,0,0,0,0
gene-LOC117889661,0,0,0,0,0,0
gene-LOC117889662,0,0,0,0,0,0
gene-LOC117889657,0,0,0,0,0,0
gene-LOC117889656,0,0,0,0,0,0
gene-LOC117889655,0,0,0,0,0,0
gene-LOC117889654,0,0,0,0,0,0
gene-LOC117903391,149.6193967,336.9835148,125.259469,464.2911386,183.2386443,400.8833195
gene-LOC117903394,31.45933492,136.1440922,191.2401177,497.3617589,80.53357029,280.1826382
gene-LOC117890371,17.32955562,87.66843004,98.90688992,163.1165215,57.62245019,99.29709665
gene-LOC117895014,0,1.033989925,0,0,0,0
gene-LOC117891506,240.8593745,366.7113561,401.8704124,588.3392763,3.14449704,94.26183633
gene-LOC117891520,1991.906898,2308.970511,1815.985539,1746.309976,42.69029759,280.2122825
gene-LOC117891533,0,0,0,1.032507835,0,0
gene-LOC117891540,0,0,0,0,1.891114993,0
gene-LOC117903072,0,0,0,0,0,0
gene-LOC117903157,0,0,0,0,0,0
gene-LOC117894732,1.891863622,7.366244527,7.162729669,4.130031341,8.539903808,4.084537839
gene-LOC117895025,15.28578449,7.237929473,0.049101965,4.311525422,0.855898472,0.979722486
gene-LOC117891825,0,0,0,0,0,0
gene-LOC117896389,1.019052299,1.033989925,0,0,0,2.101428882
gene-LOC117895034,1.238413763,1.02232492,6.178062689,0,0,0
gene-LOC117895041,0.146240976,1.04565493,0,1.032507835,0,0
gene-LOC117890300,70.54168164,10.7944223,83.14861064,96.87228512,27.02162686,70.23322501
gene-LOC117890286,470.3217665,1452.174122,349.3531549,1358.613017,281.0480086,30.39774204
gene-LOC117903065,367.6228857,214.9401352,1201.829518,885.0117856,1690.46888,1601.937853
gene-LOC117903061,347.7939695,434.7475829,170.0105769,84.76178149,200.6009294,12.85303663
gene-LOC117903064,354.9118364,412.1922887,81.73598823,1031.697607,402.9497606,229.3180627
gene-LOC117903063,939.9313347,1362.242172,853.8324782,833.7856483,312.3472836,263.8783202
gene-LOC117903067,0,0,0,0,0,0
gene-LOC117903060,5924.09354,8158.88356,5133.371618,2307.640301,1557.31629,2664.828342
gene-LOC117903068,17.93202564,21.931228,28.45713849,3.218396968,17.87846335,6.299620872
gene-LOC117902177,1616.690363,175322.8275,24952.79424,76352.30066,41973.59597,4078.907082
gene-LOC117903070,10322.70837,4946.86299,1463.574085,19014.21151,7800.620106,1402.687678
gene-LOC117903098,1814.137164,1362.841477,6.382821708,1511.24426,1557.146597,351.3692667
gene-LOC117895537,1056.593746,800.3504208,1642.972596,10032.14967,3592.018771,2575.391483
gene-LOC117895553,263.4577523,130.7159843,824.8470988,1293.656014,1234.910432,737.0447506
gene-LOC117895561,62.43508304,503.0840434,370.4371936,66.48377663,385.6656435,656.8508311
gene-LOC117898244,652.8237296,487.8471946,108.9719689,190.6493718,238.4423102,181.232987
gene-LOC117898238,294.9010435,360.3999818,275.3807666,695.5392142,194.888264,34.87537769
gene-LOC117901383,160.4911958,241.2858753,27.11044205,45.04053392,433.293406,331.556144
gene-LOC117892703,1.672502159,0.011665005,5.144293744,3.279017587,0.029886341,2.054100912
gene-LOC117902694,5.333161083,36.68704706,11.84318242,32.44727199,11.00966472,9.011480027
gene-LOC117893191,87.52623697,18.24038155,56.62935202,132.9040029,1.707422709,97.73577633
gene-LOC117893176,888.7053395,1095.250409,946.6250375,667.2334681,333.9984951,904.1832185
gene-LOC117889597,85.45779271,956.5663281,338.9514993,592.0215691,272.6345544,638.1599694
gene-LOC117889601,71.03087791,131.5859371,102.6710733,161.4023698,16.6797941,43.45774827
gene-LOC117889598,1019.923122,498.8374491,230.5590235,824.6236443,66.99770495,113.2793799
gene-LOC117889596,6.123582857,10.11826415,17.54689341,12.74095806,9.534428559,0.567935637
gene-LOC117889599,113.9088295,6.025690493,19.11552862,24.57824191,2.173427438,9.357108255
gene-LOC117889600,1.019052299,2.091309859,5.29159964,0,0.915671155,0
gene-LOC117896792,151.9767965,167.2296817,86.33678683,377.1715236,44.95433002,3.223302839
gene-LOC117896808,0,0,0,0,0,0
gene-LOC117895090,6.187434282,1.02232492,6.843566895,3.210436811,0.945557496,5.736351008
gene-LOC117895581,0,1.057319935,0.024550983,0.669519673,1.891114993,4.084537839
gene-LOC117903305,4693.497534,5728.38807,3938.61874,4063.517419,649.9498493,1368.927307
gene-LOC117903306,300.8984811,237.000623,69.14847133,125.5609603,288.1704397,306.3203343
gene-LOC117903307,3.710606757,0,4.257830694,0.669519673,0.885784814,1.098042411
gene-LOC117900064,1346.084178,3286.006061,1521.92869,2523.812624,374.2338338,513.725547
gene-LOC117903456,30.00925221,6.325294499,125.6937377,402.6514824,38.22115473,44.67028264
gene-LOC117903458,28.41863311,8.046088793,3.330148707,4.508939819,68.1723287,20.9952906
gene-LOC117903455,82.69413076,98.0955135,32.80956552,561.5299587,28.39244966,41.97057763
gene-LOC117903457,285.0148421,894.4515338,659.7131485,168.6998581,322.0422572,834.1897651
gene-LOC117903452,1829.150506,4244.591259,1993.898983,2901.322519,536.0094504,364.8843922
gene-LOC117903454,56.26209689,146.2722755,86.66391065,111.0000435,60.732001,69.42230814
gene-LOC117900549,597.8066499,3035.566162,927.7298342,4093.958127,566.7445038,574.7472562
gene-LOC117895828,91.9834907,40.01433805,11.16634363,370.6763157,222.431294,240.9647388
gene-LOC117895837,739.4585791,1108.894195,120.4857119,1922.238255,619.4898998,906.8229128
gene-LOC117896905,406.8851183,567.1385025,210.7961503,1152.151999,414.4638046,302.4949533
gene-LOC117897141,3326.71442,2637.748021,4945.319043,158.0081263,928.4863198,2993.924527
gene-LOC117896818,1240.032715,1273.516422,238.7390539,449.7006938,547.0223308,438.0131171
gene-LOC117897299,441.4561544,384.5328162,97.48367878,404.9119552,160.8849846,153.9122592
gene-LOC117897385,11416.83334,26160.04221,6430.342757,23521.63683,4628.717768,6480.336405
gene-LOC117892657,558.3892306,1251.480815,523.0814409,497.0374557,750.5746308,606.9390148
gene-LOC117900274,512.2866584,554.0476256,31.89051242,123.612037,705.3630751,446.4245038
gene-LOC117889615,257.7316691,518.0779648,187.3672977,392.3238296,34.08466289,50.05133875
gene-LOC117889616,279.1992023,413.3523385,166.7532573,42.43556774,282.104671,40.78754594
gene-LOC117889617,1877.899053,3225.969188,1109.048961,2216.110129,2853.74991,1823.113662
gene-LOC117889614,630.7980457,575.8970782,278.2427989,314.0004316,28.24713187,271.8578905
gene-LOC117896661,127.5375729,237.3632569,134.649435,294.8236645,221.7521836,18.31726479
gene-LOC117896650,56.10092031,273.4614273,136.3390993,173.0854685,153.9479252,33.97349123
gene-LOC117903732,608.740876,1143.093202,354.1170254,514.9195285,209.757641,125.8364362
gene-LOC117903731,975.6197803,1275.034206,757.0019891,822.5193016,43.5011777,101.5701797
gene-LOC117903733,0,0.034995015,0,0.181494081,0,0
gene-LOC117903734,772.1738909,944.3282098,163.1135546,1141.063705,118.4310352,40.09396958
gene-LOC117891479,156.7816401,455.1212294,218.4811977,230.4701744,84.40841458,172.166188
gene-LOC117898039,0,1.033989925,1.058319928,0,0.915671155,0
gene-LOC117890926,691.9339025,2006.766632,307.2834374,520.6069518,801.2536856,2259.549309
gene-LOC117893210,0,0,0,0,0,0
gene-LOC117891547,0,0,0,1.032507835,0,1.050714441
gene-LOC117891570,3.203397873,8.388569447,4.257830694,4.073574689,6.648788816,1.027050456
gene-LOC117891561,0,0,0,0,0,0
gene-LOC117891470,0,0,0,0.851013754,0,0
gene-LOC117890890,37.73274225,6.464765168,41.09736496,39.38874738,16.33011914,24.5023937
gene-LOC117889787,620.1023588,430.8864662,146.1760043,289.9647146,261.6966264,386.7700594
gene-LOC117891142,9.166836161,4.240944743,6.178062689,17.5526332,0.179318048,2.891839489
gene-LOC117902518,808.1341973,1094.540904,239.1076307,2196.109015,534.1270839,1089.912002
gene-LOC117902499,1.891863622,1.057319935,2.042986908,0.488025591,1.83134231,1.003386471
gene-LOC117902410,2173.716854,4547.760277,1941.446828,2622.876184,612.6867367,978.2178254
gene-LOC117902438,146.7080123,583.7498817,175.0944341,34.22388311,243.988993,24.13410686
gene-LOC117902428,7.211121113,11.28056913,3.469571575,2.359423057,6.798220523,9.006814255
gene-LOC117902378,909.162564,2403.368824,1046.377328,826.4024372,538.7757575,689.8402952
gene-LOC117902322,761.991624,2152.09055,892.6948019,1544.861095,91.2254557,613.5865838
gene-LOC117902470,193.4093189,360.2913106,72.98030643,91.56046026,310.3633416,124.6318929
gene-LOC117902507,101.6554717,271.5482692,65.75270874,444.6182549,138.8973858,112.1199863
gene-LOC117902452,289.3897063,625.5917449,150.5302351,174.7892164,519.268725,321.4643052
gene-LOC117902536,3.134911916,11.65384929,6.865490202,0.863137878,10.14296082,7.908771844
gene-LOC117902543,1875.388416,4195.035868,2124.015193,2809.228598,743.1485845,985.3710253
gene-LOC117902443,682.6687092,1050.990857,184.5004002,42.91048433,816.2844584,912.8695247
gene-Trnaf-gaa,3.130277385,0,1.033768945,1.520533427,0,2.054100912
gene-LOC117902527,3820.752354,580.5928887,4116.066861,3079.7505,2874.904192,376.8529947
gene-LOC117902433,140.5597183,876.4847589,275.7891143,483.2997575,1.078225567,184.9885749
gene-LOC117903685,110.0061239,150.2377705,214.1902652,897.5367409,252.7555504,96.99967938
gene-LOC117903687,286.9700506,98.60426332,62.65493148,410.9740046,224.8242583,435.1600859
gene-LOC117903686,15.43202546,0.917339876,1.797477082,6.126466235,5.11630992,3.84789799
gene-LOC117899631,2980.401044,4784.355074,1949.02767,3218.024792,1047.856503,1140.691949
gene-LOC117903242,413.304203,564.5653617,183.736614,135.7630894,92.09468955,163.6679688
gene-LOC117903264,2.837795434,3.101969774,3.101306836,1.032507835,0.975443838,1.050714441
gene-LOC117903253,33.02469833,13.14226502,76.61557764,183.8041539,27.52115886,75.6806073
gene-LOC117903225,855.3581739,418.3869157,183.7497524,803.4811672,97.14869684,355.4749551
gene-LOC117894299,83.38974082,818.4162672,206.5182001,586.7862976,256.0356708,198.3942353
gene-LOC117895132,0.799690835,0,0,1.702027508,0.945557496,3.081151368
gene-LOC117903057,1.818743135,5.099959594,7.457341461,4.730970237,5.822776685,3.033823398
gene-LOC117897337,0.219361464,0.987329905,4.085973816,1.75848416,6.349925402,6.351614615
gene-LOC117890761,1.233779232,6.180609538,0.294611791,10.92601725,0.796125789,0.070991955
gene-LOC117893245,0,1.02232492,0,0,0,0
gene-LOC117897327,42.91195082,241.8757707,304.5365111,110.5810849,153.9168802,296.5959446
gene-LOC117902788,6.26055477,8.248589388,1.156523858,12.5715881,1.094989203,4.060873854
gene-LOC117902803,0,1.04565493,0,0,0,0
gene-LOC117894318,0.945931811,0,0,0.851013754,0,0
gene-LOC117903804,62.77959587,160.8358281,11.64940223,158.6390545,35.54013248,10.4173218
gene-LOC117903800,53.68124566,130.4185151,10.96813197,186.6740119,4.580885719,11.96497993
gene-LOC117903802,3.130277385,3.101969774,1.058319928,0,0.029886341,2.054100912
gene-LOC117903799,2.764674946,3.101969774,2.116639856,5.344033258,0.915671155,0.04732797
gene-LOC117903803,0,1.057319935,0,2.065015671,0,3.081151368
gene-LOC117903805,18.20596947,49.4332113,1.208253499,35.20605558,1.940082247,32.01837691
gene-LOC117903040,2.696188989,9.282579313,9.156614612,21.2510956,0.20920439,5.04059634
gene-LOC117898914,134.7718477,177.1841264,409.7687696,14.61799059,649.4122507,435.1369246
gene-LOC117902763,1449.649994,872.4670978,317.1800331,727.6723499,67.70800325,204.7678124
gene-LOC117894566,0,2.067979849,0.024550983,1.032507835,0,0
gene-LOC117892347,27.32749233,22.01288303,30.68602256,22.71100841,10.2542307,15.73238685
gene-LOC117892312,0,0,0,0,0,0
gene-LOC117892333,0,0,0,0,0,0
gene-LOC117892341,4.510297593,10.4565493,0.122754913,0.907470406,7.684005336,5.324564159
gene-LOC117892344,5.675590867,1.04565493,2.067537891,1.032507835,0.885784814,6.114974766
gene-LOC117892322,0,0,0,0,0,0
gene-LOC117894197,312.2403177,477.9185527,54.65947191,773.0596087,98.51786595,262.8952205
gene-LOC117889624,253.3908422,763.2340747,117.3660114,2931.636089,169.5565629,433.116683
gene-LOC117889619,379.3242658,807.3629827,70.76832439,1555.671519,408.6642227,315.2040213
gene-LOC117889631,40.43973881,202.8271784,75.01623419,316.2144961,102.7326431,0.984053135
gene-LOC117898872,41.73119643,67.56676475,36.53088219,120.5048454,21.18251187,14.19406028
gene-LOC117903161,339.3876839,429.3387067,45.42982852,884.9938019,214.1394421,50.2698182
gene-LOC117903162,3991.791153,5609.070347,1683.270889,5324.071838,889.8366586,508.2763475
gene-LOC117903165,469.2212996,307.8079066,333.0604775,464.538639,180.6196644,291.9837875
gene-LOC117903166,21.67970865,75.83960567,5.424865256,44.0230924,16.69634507,94.18084258
gene-LOC117903163,367.7805738,560.5537161,250.2614257,131.8200563,390.2090054,382.5653844
gene-LOC117903164,235.9057195,139.2918977,48.78264639,34.12051951,76.2894495,96.83171157
gene-LOC117903167,309.4546292,776.0645382,273.0569741,455.048037,23.69918308,144.4929879
gene-LOC117903649,50.72758695,158.8546203,31.86094015,46.28968644,163.9642238,51.96761884
gene-LOC117903648,46.98660249,37.16858625,41.3069112,25.60315736,12.09637843,30.67902888
gene-LOC117903644,2.403707038,4.112629689,7.162729669,10.50657243,1.681910603,7.355001086
gene-LOC117903647,89.16063087,360.6263218,684.3910834,819.9592851,75.05862428,697.3849173
gene-LOC117895184,0.872811323,2.114639869,2.116639856,0.488025591,1.921001334,3.057487383
gene-LOC117903643,465.0225666,1208.657272,259.46977,1054.607738,16.19955568,32.34601229
gene-LOC117903646,0,0,0,0,0,0
gene-LOC117903664,696.7835909,1474.744985,783.9886963,1288.381914,127.5366748,150.381157
gene-LOC117895194,9.550976724,4.555899875,27.19452768,26.63946139,11.05863197,11.19339997
gene-LOC117903665,19.12769662,45.94957035,118.8255418,179.3172556,6.536833282,40.26344543
gene-LOC117903667,1.526261183,1.115644959,1.254727789,13.29756443,1.711796944,1.746469108
gene-LOC117903666,421.8191849,833.6374732,0.260295961,411.1928435,379.3430745,485.8501847
gene-LOC117891831,0,0,0,0,0,0
gene-LOC117900786,216.2239241,465.493674,397.4742167,724.3361525,8.772988681,131.5161277
gene-LOC117898813,113.3460253,36.14584919,159.4083161,314.8689677,262.9714066,49.04862253
gene-LOC117898691,228.4649548,75.87685589,193.0790478,403.6854613,33.82422162,77.56704958
gene-LOC117898717,95.25541257,390.4799312,749.9964863,1210.249821,25.89164378,670.1316627
gene-LOC117898772,111.0349708,130.6070955,183.7889335,221.0967805,194.6884937,168.2056412
gene-LOC117898747,9.893406508,6.122284514,2.880347992,3.516968321,2.518728162,0.719418653
gene-LOC117898737,1116.016727,980.3147499,122.322214,198.5935902,459.4204995,93.83420898
gene-LOC117898781,150.8130417,49.04591369,53.80598902,111.5559143,18.20283887,9.485094848
gene-LOC117898756,256.3727385,63.8945434,20.9052007,558.1903205,200.937269,86.07460024
gene-LOC117898763,74.22346822,69.57549804,82.5472286,46.31283136,16.33080479,19.4906298
gene-LOC117898664,1011.994156,1729.156538,440.373924,158.3743995,645.8488243,366.8160101
gene-LOC117898706,4.843458314,39.62570677,3.758928014,32.24152966,21.71540613,32.0088778
gene-LOC117898727,3612.78175,2056.053435,684.2578521,156.4819702,3683.64329,3083.154867
gene-LOC117898790,130.5839032,76.18536031,41.7812629,114.9751541,27.97245691,450.7563275
gene-LOC117898685,0.150875507,12.32622406,9.920322749,5.876391378,5.991289305,17.31787384
gene-LOC117899189,58.13746738,195.4997122,89.56520203,395.2356951,78.78129425,0.772082641
gene-LOC117891385,35.94024878,135.0056266,24.61149717,136.655612,128.0716737,278.9117687
