gene	chr_name	meanPos	Pvalue	FC	Log2FC
gene-LOC117903581	NC_048530	22371126.5	0.7980960769	1.0383426093	0.0542825508086995
gene-LOC117903590	NC_048530	22374343	0.2671214673	1.2383222191	0.308386761573319
gene-LOC117892036	NC_048530	22378530.5	0.0593576271	0.6163884263	-0.698088321737379
gene-LOC117903599	NC_048530	22382355.5	0.001657348	0.4293946461	-1.21962389179765
gene-LOC117902550	NC_048530	22386890	1.01506280185041E-20	1.2499813107	0.321906524357765
gene-LOC117902560	NC_048530	22387508	0.0011921999	0.696001349	-0.522837992558008
gene-LOC117903808	NC_048530	22390294	2.224721903601E-08	0.6219925364	-0.685030826048061
gene-LOC117903806	NC_048530	22394688.5	0.188636563	0.9555977542	-0.0655246316418091
gene-LOC117903807	NC_048530	22406060	0.0039370368	0.7499726115	-0.415090184578334
gene-LOC117900399	NC_048530	22427433.5	0.5346454133	1.1403885944	0.189525515341814
gene-LOC117900389	NC_048530	22434255.5	2.05865248346075E-06	0.5965271588	-0.745340272182076
gene-LOC117901342	NC_048530	22465466	0.8478194053	0.8209638795	-0.284609346712036
gene-LOC117895203	NC_048530	22526030	5.24682185966715E-175	0.7424733613	-0.429588829525887
gene-LOC117903267	NC_048530	22558933.5	0.5318294138	0.7076444379	-0.498903447191172
gene-LOC117898958	NC_048530	22565279.5	0.6139998449	0.6787575952	-0.559031658329748
gene-LOC117903268	NC_048530	22630299.5	0.8004006759	0.9841828926	-0.0230016556146422
gene-LOC117903651	NC_048530	22672740	0.2694403187	3.4039531747	1.76721119122695
gene-LOC117903650	NC_048530	22721246	1.14585035E-12	0.4995878807	-1.00118961527152
gene-LOC117891116	NC_048530	22835452	0.5833922701	0.8134058564	-0.297952716862308
gene-LOC117892156	NC_048530	22848739	0.0599812081	1.7967449361	0.845385620010138
gene-LOC117891342	NC_048530	22866128.5	0.0105868127	3.2717433324	1.71005957358589
gene-LOC117903269	NC_048530	22871288.5	0.5286556886	0.5868732174	-0.76887922423313
gene-LOC117903700	NC_048530	22910393	0.1086701077	0.9382749798	-0.0919173002319689
gene-LOC117903744	NC_048530	22923202.5	0.5793516767	1.6593962449	0.730658426555237
gene-LOC117903742	NC_048530	22924529.5	0.0322825214	5.0488591853	2.33595744060899
gene-LOC117895002	NC_048530	22929998	0.5958593312	0.9646634517	-0.051902386962295
gene-LOC117894791	NC_048530	22941351.5	1.18106397239247E-06	0.8846612413	-0.176802977609417
gene-LOC117894922	NC_048530	22964178.5	0.7803962082	0.778389161	-0.361436474028901
gene-LOC117899069	NC_048530	22969296.5	0.4336511471	1.6267226665	0.701968312614885
gene-LOC117903193	NC_048530	22983071	0.3083000797	0.9660297766	-0.0498604359597743
gene-LOC117903188	NC_048530	23023942.5	2.79905081608323E-28	0.6364434698	-0.65189571817011
gene-LOC117903202	NC_048530	23037146.5	0.9036772556	1.0053345556	0.00767568188772874
gene-LOC117898150	NC_048530	23062425	0.0001335395	0.8552098607	-0.225649607239418
gene-LOC117898093	NC_048530	23073500	2.97464655E-10	0.6006883745	-0.735311352137507
gene-LOC117898120	NC_048530	23078647	7.26222636646851E-06	0.7255546682	-0.46284377408993
gene-LOC117898177	NC_048530	23081840	0.0087746043	1.1203905206	0.164001682222643
gene-LOC117898165	NC_048530	23087082	0.000211253	1.1015323825	0.13951190755396
gene-LOC117898135	NC_048530	23094578.5	0.0121749644	1.1242151803	0.168918200896904
gene-LOC117898156	NC_048530	23100285.5	0.5762293591	0.9781590113	-0.0318590835271192
gene-LOC117903714	NC_048530	23103615	0.1847519857	0.9298855242	-0.104874974187516
gene-LOC117903715	NC_048530	23106539	0.4126908088	0.9814135248	-0.0270669416517536
gene-LOC117903716	NC_048530	23107251.5	0.372381056	0.8295823891	-0.269542826854562
gene-LOC117903713	NC_048530	23110182.5	0.0041855664	0.8385960559	-0.253952049996277
gene-LOC117903712	NC_048530	23114647.5	0.4570845072	1.190313162	0.251341185152576
gene-LOC117903711	NC_048530	23115664	1.09091160718776E-18	0.658116951	-0.603584113304973
gene-LOC117891416	NC_048530	23142626.5	6.83534284261682E-06	0.7469151667	-0.420983701312325
gene-LOC117901891	NC_048530	23186388	0.0001416938	1.4401041643	0.526173167142626
gene-LOC117896518	NC_048530	23204455	0.1123454623	3.6579459455	1.87103375613221
gene-LOC117903271	NC_048530	23212578.5	0.0492847717	1.2755984388	0.351174236995006
gene-LOC117898968	NC_048530	23220239.5	0.0014269224	0.7798120099	-0.358801721006203
gene-LOC117893685	NC_048530	23281232	0.1331178894	0.2011865728	-2.31339407205635
gene-LOC117898318	NC_048530	23290625	0.0004789525	0.7531221143	-0.409044286548595
gene-LOC117890232	NC_048530	23294762.5	0.000082876	1.2712771378	0.346278571448829
gene-LOC117891203	NC_048530	23298627	3.05143534671122E-05	0.8447785131	-0.243354954601863
gene-LOC117898346	NC_048530	23310446	3.9771923536E-08	0.672943191	-0.571443375374025
gene-LOC117892056	NC_048530	23310760.5	0.7361867535	1.2815143503	0.357849633909029
gene-LOC117898388	NC_048530	23321909.5	1.62364704418E-09	0.513749437	-0.960863187091101
gene-LOC117898364	NC_048530	23325958.5	0.0017498259	0.9365531613	-0.0945672068076029
gene-LOC117898381	NC_048530	23328740	0.2549310263	1.0699253909	0.0975101966904837
gene-LOC117898357	NC_048530	23336927.5	1.99803481505345E-05	0.8261646309	-0.275498796878532
gene-LOC117903058	NC_048530	23388222.5	0.0017114121	0.6203250917	-0.688903612829505
gene-LOC117891759	NC_048530	23412540.5	6.1399313319E-10	0.7834158465	-0.352149784270713
gene-LOC117891788	NC_048530	23416011.5	1.51302715837043E-05	1.3078457462	0.387192392276678
gene-LOC117903213	NC_048530	23419715	1.011837849E-11	0.5498756685	-0.862822644824164
gene-LOC117903216	NC_048530	23423937.5	0.5753656207	1.0312813294	0.0444379478030189
gene-LOC117900338	NC_048530	23426030	0.9682970573	0.9990225052	-0.0014109165946707
gene-LOC117900568	NC_048530	23427918.5	0.0007454635	1.4514320902	0.537477072533888
gene-LOC117900578	NC_048530	23428879.5	0.6640570453	1.4985298459	0.583547817987707
gene-LOC117903503	NC_048530	23435316.5	2.6578841174E-10	0.6302906284	-0.665910882990341
gene-LOC117903598	NC_048530	23446763.5	0.9753263845	0.9955219201	-0.00647501232038578
gene-LOC117903601	NC_048530	23453460.5	0.0100802444	1.1905943845	0.251681994948924
gene-LOC117903596	NC_048530	23459253	0.0009893555	0.6266563316	-0.674253632125233
gene-LOC117903597	NC_048530	23466177.5	0.0559330722	1.1017927728	0.13985290470125
gene-LOC117903594	NC_048530	23489759.5	0.0065475464	0.8361905834	-0.258096298047546
gene-LOC117891606	NC_048530	23503890	0.4730994324	0.9636340517	-0.0534427202496119
gene-LOC117891615	NC_048530	23505665.5	1.42209374871185E-05	1.1454988602	0.195976023125673
gene-LOC117891597	NC_048530	23507477	9.485576724E-11	0.6181924462	-0.693872069122771
gene-LOC117900507	NC_048530	23510024	6.30817590352424E-30	1.2860429	0.362938769092725
gene-LOC117900499	NC_048530	23511219.5	0.1606677405	1.1322213118	0.179155984874255
gene-LOC117903406	NC_048530	23522527	1.07464278920895E-19	1.1498492093	0.201444679205429
gene-LOC117903404	NC_048530	23539026.5	4.64284657E-12	0.8133338012	-0.298080523028824
gene-LOC117903408	NC_048530	23563496.5	2.56275157197791E-26	1.3083743622	0.387775394975621
gene-LOC117903407	NC_048530	23565158.5	2.17957158827509E-06	0.7373234176	-0.439630516788
gene-LOC117903405	NC_048530	23568802	1.935639E-14	0.73547563	-0.443250556344889
gene-LOC117903410	NC_048530	23571765.5	0.0671183982	1.0447034043	0.0630934132337245
gene-LOC117903409	NC_048530	23576125.5	0.6673503273	1.0330581179	0.0469214197862759
gene-LOC117902202	NC_048530	23583383.5	1.1133267046435E-07	0.5560556174	-0.846698904502911
gene-LOC117902148	NC_048530	23587740	0.0030669124	0.8516298466	-0.231701582876328
gene-LOC117902303	NC_048530	23589594.5	0.0055031386	1.1797262658	0.238452147056806
gene-LOC117894470	NC_048530	23592693	8.14556616325681E-06	0.6928880014	-0.52930592128823
gene-LOC117889613	NC_048530	23595754	0.6705745695	1.0213649955	0.0304985205718779
gene-LOC117900406	NC_048530	23598043.5	0.0264303506	0.8704908024	-0.200099040436615
gene-LOC117898220	NC_048530	23602185	0.0028900109	1.0493908839	0.0695521623990702
gene-LOC117898230	NC_048530	23603985.5	4.70180368527566E-30	1.1685945877	0.224774512625564
gene-LOC117903274	NC_048530	23648473.5	0.0447776012	0.8038845886	-0.31493970219719
gene-LOC117903903	NC_048530	23728278	1.85467610248973E-15	1.2064908227	0.270816941583043
gene-LOC117903902	NC_048530	23731715.5	0.0048270289	0.925427241	-0.111808527994985
gene-LOC117903904	NC_048530	23738103.5	0.000000112	0.6158947697	-0.699244218318834
gene-LOC117903276	NC_048530	23738646	0.2476871768	0.9300795116	-0.104574038787545
gene-LOC117903906	NC_048530	23741606	0.5383135461	1.3878041473	0.472803983149735
gene-LOC117903900	NC_048530	23755122	0.0422753557	0.8843551285	-0.177302269114526
gene-LOC117903905	NC_048530	23756720.5	0.219404145	1.078738735	0.109345493777817
gene-LOC117903277	NC_048530	23769240.5	0.0136376239	0.1535882679	-2.70286007732391
gene-LOC117903759	NC_048530	23779285.5	0.5810161678	1.1563121302	0.209530885649087
gene-LOC117903673	NC_048530	23785509	1.59648005754E-09	0.5939382024	-0.751615264415305
gene-LOC117903676	NC_048530	23794510	0.4876361529	0.9498111933	-0.0742873367715
gene-LOC117903675	NC_048530	23803006.5	0.000001752	0.6473681956	-0.627341605425005
gene-LOC117903039	NC_048530	23816961	0.034059772	0.768766774	-0.379382110520347
gene-LOC117894861	NC_048530	23837756.5	4.73592726957087E-05	1.3981614802	0.483530993925094
gene-LOC117894830	NC_048530	23848690.5	0.0061957878	0.8367406743	-0.257147528110445
gene-LOC117903678	NC_048530	23893262	0.1377920435	0.9731985109	-0.0391939820902937
gene-LOC117903681	NC_048530	23898194	0.2388185347	1.0487080214	0.0686130623645999
gene-LOC117903680	NC_048530	23900949	0.0014992006	1.0480612198	0.0677229906561624
gene-LOC117903682	NC_048530	23903963	0.0001303699	0.8474047233	-0.238876924809001
gene-LOC117903683	NC_048530	23907666	0.0199881505	0.8170006106	-0.291590938292092
gene-LOC117895864	NC_048530	23913197.5	6.579517517E-11	0.5998186098	-0.73740181134414
gene-LOC117901627	NC_048530	23920321	0.1773105534	0.5684754829	-0.814829964699138
gene-LOC117901637	NC_048530	23921334	0.4177464193	1.0834209211	0.115593854954094
gene-LOC117901652	NC_048530	23922001.5	2.47728980489E-09	1.240038832	0.310385299528794
gene-LOC117895386	NC_048530	23925450.5	0.0009225	0.9338291849	-0.0987694171526865
gene-LOC117900303	NC_048530	23937813	0.0042804244	0.7653767636	-0.385757992610916
gene-LOC117897504	NC_048530	23940144	0.1395460759	0.2434248382	-2.03845171188207
gene-LOC117903038	NC_048530	23944311.5	0.0356913296	1.1303635547	0.176786856009896
gene-LOC117903514	NC_048530	23975310.5	0.000016209	0.8671688113	-0.20561522540957
gene-LOC117903511	NC_048530	23985964.5	0.0009237229	0.9599333588	-0.0589938414139167
gene-LOC117903510	NC_048530	23990036.5	1.33843557278E-09	0.7419493875	-0.430607318948557
gene-LOC117903515	NC_048530	23995841	4.91313503813042E-06	0.7915347241	-0.337275453068168
gene-LOC117903513	NC_048530	24001217.5	3.14383420504887E-05	1.1666323901	0.222350034457142
gene-LOC117897789	NC_048530	24003655	0.0221987886	0.8992296843	-0.15323843401097
gene-LOC117897773	NC_048530	24007868	0.6380464415	0.9520879675	-0.070833218399379
gene-LOC117903820	NC_048530	24011985	0.0041060823	1.3402106698	0.42245979798654
gene-LOC117903822	NC_048530	24014185.5	0.0023577891	1.2752586698	0.350789908878316
gene-LOC117903794	NC_048530	24016705	0.038092823	1.0585497757	0.0820891101269372
gene-LOC117903801	NC_048530	24018806	0.2962250811	0.5887311588	-0.764319110082545
gene-LOC117903810	NC_048530	24020738	0.0003339275	0.843609372	-0.245352972180108
gene-LOC117903460	NC_048530	24023919	0.875144197	1.005116088	0.00736213813040381
gene-LOC117903459	NC_048530	24033143.5	1.6375736180946E-15	0.435811767	-1.19822294486915
gene-LOC117903462	NC_048530	24041493	0.0489540924	0.8010047807	-0.320117241677098
gene-LOC117903461	NC_048530	24047119	4.047088284E-11	0.6450302475	-0.632561280250581
gene-LOC117895905	NC_048530	24066083	0.0311227633	0.8761227408	-0.190795095906784
gene-LOC117895890	NC_048530	24070717.5	0.0186416955	0.5294320681	-0.917482512279826
gene-LOC117894332	NC_048530	24076421	0.187505102	0.9098086162	-0.136364997375678
gene-LOC117894323	NC_048530	24078864	4.18780571112813E-06	0.936069711	-0.0953121206673436
gene-LOC117893575	NC_048530	24088880	0.0065416419	1.0988943377	0.136052673089042
gene-LOC117893585	NC_048530	24089704	0.3989285243	2.0841832725	1.05948214647499
gene-LOC117893595	NC_048530	24092094.5	1.72778597299418E-05	1.3814830717	0.466217883884684
gene-LOC117893560	NC_048530	24093520	0.000116287	1.1241554915	0.168841600773217
gene-LOC117893566	NC_048530	24095158	2.1438301666E-10	1.2202012249	0.287119084039508
gene-LOC117895186	NC_048530	24098330.5	3.57604072152396E-15	0.4553757364	-1.13487067189758
gene-LOC117903740	NC_048530	24106767	0.0001041133	0.9163272087	-0.126065236657849
gene-LOC117903741	NC_048530	24113667.5	0.0182260976	0.7901820889	-0.339742949847413
gene-LOC117903726	NC_048530	24115888.5	0.5795168227	0.9354112083	-0.0963273793420231
gene-LOC117903725	NC_048530	24126600.5	8.997348E-14	0.783769811	-0.35149809015261
gene-LOC117903730	NC_048530	24139522.5	0.0458098617	0.6092158354	-0.714974652477565
gene-LOC117903729	NC_048530	24141290	3.7488772E-13	0.6144722895	-0.702580143202924
gene-LOC117903727	NC_048530	24144252.5	8.216407056E-10	0.5575975823	-0.842703789081604
gene-LOC117903728	NC_048530	24146783	0.0455797679	0.9180075963	-0.123422003231943
gene-LOC117893100	NC_048530	24153662.5	1.87187702192666E-16	0.8017750467	-0.318730577077357
gene-LOC117900558	NC_048530	24169433	5.77410213734E-09	0.8261864634	-0.275460672245589
gene-LOC117890215	NC_048531	92219.5	4.46279002490886E-06	0.8698428374	-0.201173335518876
gene-LOC117892167	NC_048531	180013.5	0.0011816844	0.8963172312	-0.157918662962849
gene-LOC117891134	NC_048531	231989	0.0323776388	0.9305907595	-0.10378123327008
gene-LOC117891530	NC_048531	249077.5	2.69485428772718E-05	1.2319933604	0.300994480916089
gene-LOC117890582	NC_048531	261675	1.24009327841947E-05	1.0723152256	0.100729073294687
gene-LOC117892558	NC_048531	331728	0.4876864928	1.0082226078	0.0118142099809024
gene-LOC117889779	NC_048531	460609.5	0.0083185855	1.0219880642	0.0313783471365685
gene-LOC117889782	NC_048531	485145.5	0.1222239556	0.9239422536	-0.114125408882725
gene-LOC117889783	NC_048531	495512	1.6597513514301E-05	1.0784930613	0.109016894662222
gene-LOC117889791	NC_048531	523112	0.1115090735	1.3516754123	0.434748748301679
gene-LOC117889790	NC_048531	523869.5	0.007330361	1.5483430722	0.630725170270275
gene-LOC117889780	NC_048531	531838	0.7620389058	1.0077316497	0.0111115126577638
gene-LOC117889784	NC_048531	587062	0.7075762497	0.9341852389	-0.0982194456537893
gene-LOC117889785	NC_048531	596936	0.6346874455	0.8025073497	-0.317413489783653
gene-LOC117889786	NC_048531	610361	0.9141816371	0.9946259489	-0.00777402463447986
gene-LOC117889789	NC_048531	617575.5	0.7514019667	1.1433492259	0.193266129293053
gene-LOC117889788	NC_048531	621725.5	4.04755875650859E-06	1.3789616807	0.463582367053351
gene-LOC117891075	NC_048531	650479	0.0246477401	1.1216077748	0.165568255019776
gene-LOC117890413	NC_048531	689948.5	0.7740354172	0.9671374927	-0.0482070904635352
gene-LOC117891039	NC_048531	709550.5	0.4552821791	1.0901535329	0.124531332759118
gene-LOC117891321	NC_048531	744536	0.0478790873	1.0636402145	0.0890102292835275
gene-LOC117891322	NC_048531	745308	0.6170391358	0.8814023597	-0.182127335867962
gene-LOC117891315	NC_048531	751540.5	3.401145193E-11	1.1899095301	0.250851888291413
gene-LOC117892268	NC_048531	757347.5	0.0112474227	0.9316766193	-0.102098805983932
gene-LOC117892275	NC_048531	761146.5	0.0898445094	1.1520148667	0.204159334814922
gene-LOC117892273	NC_048531	781619.5	0.1649444512	1.1672027247	0.223055156177377
gene-LOC117892271	NC_048531	784151	0.00000108	0.5720988347	-0.805663689117605
gene-LOC117892269	NC_048531	788870	1.5725790653466E-07	0.8761396704	-0.190767218518319
gene-LOC117892272	NC_048531	796431.5	0.3666702071	1.0533943894	0.0750456805278484
gene-LOC117890681	NC_048531	807468	0.0262944876	1.3087633368	0.388204238846387
gene-LOC117890679	NC_048531	809429	0.1510504445	0.7940697485	-0.33266236032063
gene-LOC117890678	NC_048531	811720.5	0.0044264808	0.7785028708	-0.361225735504326
gene-LOC117891138	NC_048531	814331	1.3472125764803E-07	1.1475427782	0.198547935553383
gene-LOC117891139	NC_048531	815392.5	0.0006261119	1.1281458918	0.173953649089823
gene-LOC117892003	NC_048531	826888.5	0.0462030796	1.2550096427	0.327698448974475
gene-LOC117892002	NC_048531	833703	0.3372094208	1.3725494226	0.456858098561039
gene-LOC117891467	NC_048531	852841.5	0.909118204	0.9745896722	-0.0371331606239002
gene-LOC117891996	NC_048531	859403.5	0.2634057212	1.144553858	0.19478535178949
gene-LOC117891994	NC_048531	859975	0.0313547738	0.9214661734	-0.117996888731644
gene-LOC117892000	NC_048531	896166.5	2.39390596E-12	1.1161196949	0.15849175295462
gene-LOC117891998	NC_048531	903801.5	0.0020099344	0.8382804584	-0.254495096487369
gene-LOC117891997	NC_048531	914285	0.4945787302	0.8939065335	-0.161804103193973
gene-LOC117890226	NC_048531	955119.5	0.0016700569	0.6885481015	-0.538370651316547
gene-LOC117890227	NC_048531	963983	6.9927409224022E-05	1.0287914381	0.0409505413029248
gene-LOC117890228	NC_048531	967604.5	0.8493504062	0.943461769	-0.0839640368301668
gene-LOC117889891	NC_048531	971895.5	0.1933018707	0.9492452291	-0.0751472520001403
gene-LOC117889892	NC_048531	974115	0.0001421847	0.5731146848	-0.803104232280973
gene-LOC117889888	NC_048531	976340.5	0.0001218856	1.1524533885	0.204708401379315
gene-LOC117889889	NC_048531	977952	1.19696440954466E-05	1.1810414549	0.240059604641099
gene-LOC117891414	NC_048531	980832.5	0.3424592941	1.0605032835	0.0847490877065945
gene-LOC117891199	NC_048531	996470.5	0.0456578374	0.9085453053	-0.138369637552954
gene-LOC117891170	NC_048531	1012714.5	0.0058030734	1.2998565917	0.378352464903148
gene-LOC117890962	NC_048531	1018676	2.011583635332E-08	1.1659267024	0.221477094363541
gene-LOC117890961	NC_048531	1020037	0.3564971226	0.9720198705	-0.0409422884855294
gene-LOC117890579	NC_048531	1023037	0.000000058	0.6350095719	-0.655149756185893
gene-LOC117890581	NC_048531	1025559.5	0.1075027321	0.5649176866	-0.823887425209517
gene-LOC117891932	NC_048531	1060059	0.7880798319	1.0403822691	0.0571137172160355
gene-LOC117891938	NC_048531	1079605.5	0.7595522756	1.1122553692	0.153488062864805
gene-LOC117891937	NC_048531	1092686.5	0.1355017726	1.0657311559	0.0918435460079526
gene-LOC117891936	NC_048531	1095006	2.07104277771534E-24	1.1414740889	0.190898111214171
gene-LOC117891934	NC_048531	1102094.5	1.26078490123352E-06	0.6645238123	-0.58960719746025
gene-LOC117891935	NC_048531	1106233	0.312697245	1.1204441682	0.164070761059093
gene-LOC117892592	NC_048531	1115716	0.1531694498	0.9275662249	-0.10847780622773
gene-LOC117892590	NC_048531	1123083	0.9318385401	0.9897997573	-0.0147914064328297
gene-LOC117892596	NC_048531	1132745	0.981530284	0.9840302977	-0.0232253589279022
gene-LOC117892595	NC_048531	1136489	0.400675383	1.103660659	0.142296656868637
gene-LOC117892593	NC_048531	1136804.5	0.6712952671	1.0434411615	0.0613492508039936
gene-LOC117892591	NC_048531	1137723.5	1.4053740143967E-06	1.0987153249	0.135817635098645
gene-LOC117890255	NC_048531	1141754.5	6.4026720033544E-06	0.8745708474	-0.193352835894744
gene-LOC117890256	NC_048531	1144700.5	0.9691695497	0.9986603068	-0.00193406455197901
gene-LOC117892568	NC_048531	1151490.5	0.0009958065	0.689929048	-0.535480091491914
gene-LOC117892567	NC_048531	1156471	4.490227852E-11	0.7575279538	-0.400628967932756
gene-LOC117890021	NC_048531	1166288.5	2.02642520687439E-05	1.1413374307	0.190725380258523
gene-LOC117890022	NC_048531	1166734	3.4289369743071E-07	1.1083517866	0.148415859935996
gene-LOC117890527	NC_048531	1177479.5	2.7806631531184E-05	0.7752536822	-0.367259621706267
gene-LOC117890528	NC_048531	1179156.5	1.63366787603798E-05	0.8025772	-0.317287922963516
gene-LOC117891242	NC_048531	1187904	0.0120608064	0.6814638361	-0.55329099671753
gene-LOC117890561	NC_048531	1198739	0.0113155804	1.6252524276	0.700663809072826
gene-LOC117891468	NC_048531	1200255.5	0.0073570726	0.2730995195	-1.87250131910557
gene-LOC117891307	NC_048531	1203663.5	0.0001529685	1.0395365513	0.0559404859039995
gene-LOC117889853	NC_048531	1214556	0.0114839694	1.3043742355	0.38335784981487
gene-LOC117889851	NC_048531	1217638	2.266770262711E-08	1.1326216349	0.179665993003498
gene-LOC117889850	NC_048531	1228944	0.1711514155	0.9401185906	-0.0890853388640619
gene-LOC117890209	NC_048531	1250613	0.002604077	1.2171734665	0.28353478960095
gene-LOC117890204	NC_048531	1275463	2.05663369403671E-06	0.7375774568	-0.439133532747896
gene-LOC117890211	NC_048531	1297367.5	0.0032533959	1.1142141644	0.156026561422823
gene-LOC117890206	NC_048531	1301001	0.0005212567	0.8759267327	-0.191117894913663
gene-LOC117890207	NC_048531	1317431.5	2.63471553899028E-06	0.7546726642	-0.406077077122188
gene-LOC117890208	NC_048531	1324391.5	0.0764762341	0.8961449067	-0.158196059842909
gene-LOC117890212	NC_048531	1327868.5	9.59285076144369E-06	1.1514447139	0.203445142440256
gene-LOC117891618	NC_048531	1340482.5	0.9383283616	0.9913564073	-0.0125242740000772
gene-LOC117890344	NC_048531	1379865.5	0.2619648943	0.9714294203	-0.0418189150130893
gene-LOC117890343	NC_048531	1382658.5	0.0075348624	0.8137807773	-0.29728789265404
gene-LOC117890875	NC_048531	1386296.5	0.000007577	0.6546991018	-0.61109609523323
gene-LOC117890874	NC_048531	1388037	0.000017448	1.1115364177	0.152555216718023
gene-LOC117892522	NC_048531	1399450	0.2243707437	0.619013711	-0.691956729756976
gene-LOC117890198	NC_048531	1408035.5	0.0003533835	1.3258942609	0.406965726160996
gene-LOC117890901	NC_048531	1451515.5	0.1959787413	0.8840190816	-0.17785058428357
gene-LOC117891860	NC_048531	1493304.5	0.7275352987	0.983728417	-0.0236680166470557
gene-LOC117891867	NC_048531	1494845	0.0121630154	1.1529052203	0.205273914703823
gene-LOC117891862	NC_048531	1512496.5	0.0102113745	1.4909298045	0.57621233469466
gene-LOC117891863	NC_048531	1513532.5	0.2737448676	0.8207220879	-0.285034314156112
gene-LOC117891861	NC_048531	1514902	0.3686185157	1.197113834	0.259560345212742
gene-LOC117891864	NC_048531	1516943.5	0.0161379287	2.7012039608	1.43360257806431
gene-LOC117891859	NC_048531	1538446	4.576834482372E-08	0.5305112667	-0.914544704275852
gene-LOC117890532	NC_048531	1590405.5	0.7327556986	1.0346135935	0.0490920519473699
gene-LOC117891359	NC_048531	1591535	0.0014794421	1.3498296792	0.432777380257336
gene-LOC117891358	NC_048531	1592206	0.0341469934	1.5143729269	0.598720524701377
gene-LOC117890110	NC_048531	1593377.5	0.0244826062	1.399970971	0.485396912578428
gene-LOC117890896	NC_048531	1595843	0.0014298706	1.6204208507	0.696368554076727
gene-LOC117890892	NC_048531	1597531	0.0784006864	1.4077458398	0.493386887413632
gene-LOC117890893	NC_048531	1599160.5	2.2493010596646E-07	1.4298050327	0.515818435441817
gene-LOC117890894	NC_048531	1599505.5	0.1292253855	1.199871423	0.262879816384816
gene-LOC117890891	NC_048531	1604537	0.0291259143	1.3220660525	0.402794257960309
gene-LOC117890106	NC_048531	1607000	0.0646612971	1.0737265277	0.102626593537483
gene-LOC117891319	NC_048531	1608990	0.7741707295	1.0210165945	0.0300063144118957
gene-LOC117891320	NC_048531	1609829.5	0.1170018213	0.8131773805	-0.298358009432135
gene-LOC117890887	NC_048531	1611146.5	0.0215492325	1.3396117063	0.421814888314004
gene-LOC117890885	NC_048531	1612709.5	0.0010309033	0.7314011029	-0.451265292726592
gene-LOC117890886	NC_048531	1613571	0.1615893961	1.0524618954	0.0737680011656826
gene-LOC117891492	NC_048531	1615107	0.206137637	1.1511849014	0.203119575354338
gene-LOC117890102	NC_048531	1616513.5	0.0387584125	1.1106530949	0.151408270894584
gene-LOC117891012	NC_048531	1619374.5	0.175355345	1.1660515576	0.221631579489866
gene-LOC117891011	NC_048531	1620501	0.000000008	1.1389759269	0.187737254939783
gene-LOC117892403	NC_048531	1630378	0.3522628916	0.944556129	-0.0822915654797249
gene-LOC117892402	NC_048531	1636121	4.7889012699354E-22	0.7545600532	-0.406292369740322
gene-LOC117890906	NC_048531	1645407	0.872038709	1.0023947464	0.00345075855680003
gene-LOC117892677	NC_048531	1649679.5	1.3917445807771E-06	0.6306829368	-0.665013193431956
gene-LOC117892678	NC_048531	1656369.5	1.068782537E-10	1.0443589154	0.0626176089195212
gene-LOC117890669	NC_048531	1666992.5	0.0290561817	1.0311543725	0.0442603324813881
gene-LOC117890815	NC_048531	1671929	0.0001819154	0.8788128847	-0.186372072922573
gene-LOC117890816	NC_048531	1672602	0.1000381474	0.8512143531	-0.232405617248907
gene-LOC117890817	NC_048531	1674213.5	9.24189740033652E-06	1.1238009241	0.168386491741447
gene-LOC117891087	NC_048531	1675650.5	0.3084476226	0.9700395063	-0.0438845904922732
gene-LOC117892524	NC_048531	1677306	NaN	0.7328007778	-0.448507060164832
gene-LOC117890259	NC_048531	1696472.5	7.0421476351E-10	0.8055763499	-0.311906765543195
gene-LOC117891431	NC_048531	1720560	1.280954203382E-08	1.2385506009	0.308652810995447
gene-LOC117890474	NC_048531	1731133	0.4505527604	0.9558947575	-0.0650763063788399
gene-LOC117890477	NC_048531	1735311	0.004503945	1.2993271581	0.377764733281771
gene-LOC117890472	NC_048531	1743217.5	0.0070224657	0.8866075592	-0.173632431939946
gene-LOC117890475	NC_048531	1751626	0.1638142812	1.064445057	0.0901014847462278
gene-LOC117890473	NC_048531	1755694.5	0.9673202219	1.0010363152	0.00149431264404985
gene-LOC117890476	NC_048531	1761402	0.000832472	1.1493658482	0.200838087255775
gene-LOC117890471	NC_048531	1782201	1.56351262033E-09	0.7787845415	-0.36070384735025
gene-LOC117892561	NC_048531	1803503	2.5341676231612E-07	0.662378127	-0.594273061829177
gene-LOC117892560	NC_048531	1825393	5.81732454313515E-17	0.4202538048	-1.25066721381677
gene-LOC117890967	NC_048531	1861306	0.3284959091	0.7710944708	-0.375020471834767
gene-LOC117890673	NC_048531	1936755	0.4054930718	1.309784011	0.389328924777704
gene-LOC117890435	NC_048531	1978205.5	0.6907815868	1.1586169849	0.212403719657476
gene-LOC117892544	NC_048531	1985119.5	0.1202234616	0.1642603015	-2.60594424362789
gene-LOC117890960	NC_048531	2001407.5	0.1433061278	3.0847271946	1.6251429067489
gene-LOC117890958	NC_048531	2022742.5	0.9626683409	0.9765798534	-0.0341900790456278
gene-LOC117890959	NC_048531	2040250.5	0.2682470214	2.373595057	1.24707382752864
gene-LOC117890877	NC_048531	2053472.5	0.5919509136	1.4801309946	0.565724862946635
gene-LOC117890994	NC_048531	2068795	0.0213314842	1.471330728	0.557121574271445
gene-LOC117892139	NC_048531	2080126	0.5595566705	1.2251020836	0.292901969119537
